# Interface data for t = 10.600000
# Method: dalziel
# Grid: 160×200
# ANALYSIS VALIDITY SUMMARY
# Overall Status: VALID
# Cells across mixing layer: 120.0
0.0312756,0.1837500 0.0320796,0.1854204
0.0333634,0.1887500 0.0328162,0.1871838
0.0331558,0.1881558 0.0332822,0.1867178
0.0297169,0.1847169 0.0324486,0.1862500
0.0337255,0.1912500 0.0331905,0.1893095
0.0337161,0.1912161 0.0334822,0.1890178
0.0350495,0.1925495 0.0333634,0.1887500
0.0337500,0.1917474 0.0338567,0.1938567
0.0337881,0.1937881 0.0337255,0.1912500
0.0312073,0.2462927 0.0337500,0.2452768
0.0337255,0.2462745 0.0312500,0.2472659
0.0326569,0.2562500 0.0332552,0.2542448
0.0329081,0.2554081 0.0334879,0.2540121
0.0329676,0.2554676 0.0335816,0.2537500
0.0333528,0.2566472 0.0312500,0.2572990
0.0313321,0.2612500 0.0310010,0.2614990
0.0320588,0.2604412 0.0337500,0.2598484
0.0313321,0.2612500 0.0303076,0.2646924
0.0293931,0.2668931 0.0316097,0.2712500
0.0320057,0.2720057 0.0324073,0.2725927
0.0323420,0.2723420 0.0327085,0.2737500
0.0316097,0.2712500 0.0323456,0.2726544
0.0337500,0.2747835 0.0308590,0.2733590
0.0341926,0.2766926 0.0327085,0.2737500
0.0312500,0.2775803 0.0333777,0.2783777
0.0337500,0.2796482 0.0310396,0.2785396
0.0341275,0.2816275 0.0328237,0.2787500
0.0312500,0.2822642 0.0329253,0.2829253
0.0363005,0.2863005 0.0334896,0.2837500
0.0337500,0.2848707 0.0346617,0.2871617
0.0331421,0.2856421 0.0334896,0.2837500
0.0312500,0.2931968 0.0332072,0.2932072
0.0318002,0.2931998 0.0332064,0.2932064
0.0318010,0.2931990 0.0337500,0.2932093
0.0312500,0.3172590 0.0296228,0.3146228
0.0313779,0.3163779 0.0319583,0.3187500
0.0336693,0.3188307 0.0312500,0.3194483
0.0319583,0.3187500 0.0312850,0.3212150
0.0326423,0.1648577 0.0362500,0.1626478
0.0337500,0.1656511 0.0352750,0.1652750
0.0346961,0.1646961 0.0343867,0.1662500
0.0362500,0.1649749 0.0346961,0.1646961
0.0352750,0.1652750 0.0350758,0.1637500
0.0336921,0.1688079 0.0337500,0.1686020
0.0343867,0.1662500 0.0338218,0.1686782
0.0337500,0.1687858 0.0336677,0.1686677
0.0346489,0.1696489 0.0349552,0.1712500
0.0356799,0.1731799 0.0349552,0.1712500
0.0347325,0.1787500 0.0319583,0.1805417
0.0333342,0.1791658 0.0362500,0.1778949
0.0343190,0.1793190 0.0343757,0.1806243
0.0346476,0.1796476 0.0342016,0.1812500
0.0342820,0.1817820 0.0343727,0.1831273
0.0340891,0.1815891 0.0344875,0.1837500
0.0342016,0.1812500 0.0344706,0.1830294
0.0344058,0.1844058 0.0339914,0.1860086
0.0342670,0.1842670 0.0339532,0.1862500
0.0344875,0.1837500 0.0342368,0.1857632
0.0342863,0.1867863 0.0344155,0.1880845
0.0344155,0.1880845 0.0353468,0.1878468
0.0348332,0.1876668 0.0362500,0.1881633
0.0339532,0.1862500 0.0348332,0.1876668
0.0337500,0.1917474 0.0336235,0.1911235
0.0339026,0.1914026 0.0341186,0.1937500
0.0362500,0.1959176 0.0366397,0.1966397
0.0332923,0.1932923 0.0341186,0.1937500
0.0353122,0.2446878 0.0337500,0.2452768
0.0362500,0.2440357 0.0348178,0.2448178
0.0356206,0.2443794 0.0348588,0.2448588
0.0337500,0.2535816 0.0351803,0.2526803
0.0342053,0.2532947 0.0351400,0.2526400
0.0346501,0.2528499 0.0362500,0.2521643
0.0349902,0.2587500 0.0362219,0.2562781
0.0342099,0.2582901 0.0362500,0.2576420
0.0362656,0.2587344 0.0337500,0.2598484
0.0349902,0.2587500 0.0328535,0.2621465
0.0337500,0.2747835 0.0362378,0.2762378
0.0336597,0.2736597 0.0352402,0.2762500
0.0362500,0.2772478 0.0339591,0.2764591
0.0360800,0.2785800 0.0352402,0.2762500
0.0337500,0.2796482 0.0351694,0.2801694
0.0349216,0.2800784 0.0351749,0.2801749
0.0349204,0.2800796 0.0362500,0.2805777
0.0337500,0.2848707 0.0351062,0.2851062
0.0349252,0.2850748 0.0350120,0.2850120
0.0349885,0.2850115 0.0362500,0.2850408
0.0351032,0.2887500 0.0356291,0.2868709
0.0343975,0.2881025 0.0362500,0.2876212
0.0362500,0.2900612 0.0326054,0.2876054
0.0362746,0.2912746 0.0351032,0.2887500
0.0337500,0.2932093 0.0359470,0.2934470
0.0362500,0.2943279 0.0337803,0.2937803
0.0321671,0.2921671 0.0349465,0.2937500
0.0360081,0.3037500 0.0372188,0.3002812
0.0352681,0.3062500 0.0357142,0.3042858
0.0354498,0.3054498 0.0359168,0.3040832
0.0355226,0.3055226 0.0360081,0.3037500
0.0362500,0.3070855 0.0333531,0.3058531
0.0338245,0.3211755 0.0362500,0.3205252
0.0362500,0.3219648 0.0338228,0.3213228
0.0357888,0.1617112 0.0387500,0.1602216
0.0362500,0.1626478 0.0377405,0.1627405
0.0373240,0.1623240 0.0371906,0.1637500
0.0387500,0.1622513 0.0373240,0.1623240
0.0377405,0.1627405 0.0375846,0.1612500
0.0371906,0.1637500 0.0360002,0.1664998
0.0376468,0.1687500 0.0395054,0.1654946
0.0365886,0.1684114 0.0387500,0.1678727
0.0380507,0.1712500 0.0378021,0.1696979
0.0379174,0.1704174 0.0377960,0.1697040
0.0379057,0.1704057 0.0376468,0.1687500
0.0376830,0.1723170 0.0362500,0.1729740
0.0380507,0.1712500 0.0372829,0.1727171
0.0358728,0.1758728 0.0368027,0.1787500
0.0374391,0.1799391 0.0374821,0.1800179
0.0374445,0.1799445 0.0381128,0.1812500
0.0368027,0.1787500 0.0374816,0.1800184
0.0387500,0.1819176 0.0355187,0.1805187
0.0391956,0.1841956 0.0381128,0.1812500
0.0369848,0.1894848 0.0369966,0.1905034
0.0364242,0.1889242 0.0372672,0.1912500
0.0368276,0.1887500 0.0371664,0.1903336
0.0378939,0.1937500 0.0375068,0.1924932
0.0375128,0.1925128 0.0375046,0.1924954
0.0375068,0.1925068 0.0372672,0.1912500
0.0362500,0.1959176 0.0375822,0.1950822
0.0371414,0.1953586 0.0380480,0.1955480
0.0380480,0.1955480 0.0376324,0.1948676
0.0375822,0.1950822 0.0378939,0.1937500
0.0369904,0.1969904 0.0374149,0.1975851
0.0374338,0.1974338 0.0372692,0.1987500
0.0387500,0.1963407 0.0374338,0.1974338
0.0382147,0.1967853 0.0369904,0.1969904
0.0377987,0.2012500 0.0375635,0.1999365
0.0375912,0.2000912 0.0375908,0.1999092
0.0376606,0.2001606 0.0372692,0.1987500
0.0387500,0.2020938 0.0356711,0.2006711
0.0365357,0.2437500 0.0376402,0.2423598
0.0374671,0.2425329 0.0387500,0.2420909
0.0406783,0.2418217 0.0362500,0.2440357
0.0365357,0.2437500 0.0343196,0.2481804
0.0378632,0.2521368 0.0362500,0.2521643
0.0387500,0.2520992 0.0371284,0.2521284
0.0378852,0.2521148 0.0371490,0.2521490
0.0379676,0.2562500 0.0396444,0.2528556
0.0352486,0.2572514 0.0387500,0.2554581
0.0383096,0.2566904 0.0362500,0.2576420
0.0376689,0.2773311 0.0362500,0.2772478
0.0387500,0.2774056 0.0373311,0.2773311
0.0376521,0.2773479 0.0373100,0.2773100
0.0362500,0.2805777 0.0380110,0.2805110
0.0369487,0.2805513 0.0379762,0.2804762
0.0369890,0.2805110 0.0387500,0.2804490
0.0362500,0.2850408 0.0377635,0.2852635
0.0373041,0.2851959 0.0379147,0.2854147
0.0372313,0.2852687 0.0387500,0.2855930
0.0377324,0.2872676 0.0362500,0.2876212
0.0387500,0.2868992 0.0373281,0.2873281
0.0378205,0.2871795 0.0373571,0.2873571
0.0362500,0.2900612 0.0376690,0.2901690
0.0373548,0.2901452 0.0376442,0.2901442
0.0373736,0.2901264 0.0387500,0.2902167
0.0380892,0.2944108 0.0362500,0.2943279
0.0387500,0.2944869 0.0369108,0.2944108
0.0380424,0.2944576 0.0368552,0.2943552
0.0362500,0.3034279 0.0376499,0.3026499
0.0369751,0.3030249 0.0375864,0.3025864
0.0373531,0.3026469 0.0387500,0.3022847
0.0376780,0.3073220 0.0362500,0.3070855
0.0387500,0.3074997 0.0372867,0.3072867
0.0376591,0.3073409 0.0372514,0.3072514
0.0373504,0.3162500 0.0398341,0.3126659
0.0363358,0.3161642 0.0387500,0.3150375
0.0387500,0.3174429 0.0363758,0.3163758
0.0399246,0.3199246 0.0373504,0.3162500
0.0362500,0.3205252 0.0393797,0.3218797
0.0349278,0.3174278 0.0370347,0.3212500
0.0395286,0.3204714 0.0362500,0.3219648
0.0370347,0.3212500 0.0344860,0.3255140
0.0380899,0.1594101 0.0412500,0.1580248
0.0387500,0.1602216 0.0402289,0.1602289
0.0397058,0.1597058 0.0399060,0.1612500
0.0412500,0.1596959 0.0397058,0.1597058
0.0402289,0.1602289 0.0404228,0.1587500
0.0416316,0.1608684 0.0387500,0.1622513
0.0408390,0.1662500 0.0425007,0.1624993
0.0374942,0.1675058 0.0412500,0.1658387
0.0406467,0.1668533 0.0387500,0.1678727
0.0387500,0.1819176 0.0411232,0.1836232
0.0375465,0.1800465 0.0407337,0.1837500
0.0425533,0.1875533 0.0407337,0.1837500
0.0387500,0.1963407 0.0407717,0.1982717
0.0399823,0.1975177 0.0400170,0.1975170
0.0399912,0.1975088 0.0412500,0.1979104
0.0387500,0.2020938 0.0400618,0.2025618
0.0399707,0.2025293 0.0401123,0.2026123
0.0399627,0.2025373 0.0412500,0.2031833
0.0401346,0.2423654 0.0387500,0.2420909
0.0412500,0.2425688 0.0398479,0.2423479
0.0401107,0.2423893 0.0397988,0.2422988
0.0390456,0.2509544 0.0412500,0.2501596
0.0406878,0.2518122 0.0387500,0.2520992
0.0397379,0.2512500 0.0389739,0.2535261
0.0402752,0.2547248 0.0387500,0.2554581
0.0412500,0.2540652 0.0398881,0.2548881
0.0404536,0.2545464 0.0399035,0.2549035
0.0387500,0.2774056 0.0401020,0.2776020
0.0389826,0.2764826 0.0409343,0.2787500
0.0403938,0.2796062 0.0387500,0.2804490
0.0387500,0.2855930 0.0424191,0.2874191
0.0376913,0.2826913 0.0393992,0.2862500
0.0424517,0.2850483 0.0387500,0.2868992
0.0393992,0.2862500 0.0375484,0.2899516
0.0387500,0.2902167 0.0401005,0.2901005
0.0398806,0.2901194 0.0400867,0.2900867
0.0398995,0.2901005 0.0412500,0.2900014
0.0405127,0.2944873 0.0387500,0.2944869
0.0412500,0.2944877 0.0394873,0.2944873
0.0405124,0.2944876 0.0394870,0.2944870
0.0401776,0.3023224 0.0387500,0.3022847
0.0412500,0.3023582 0.0398224,0.3023224
0.0401689,0.3023311 0.0398128,0.3023128
0.0387500,0.3074997 0.0400147,0.3075147
0.0399856,0.3075144 0.0400128,0.3075128
0.0399874,0.3075126 0.0412500,0.3075257
0.0387500,0.3150375 0.0417806,0.3167806
0.0386847,0.3136847 0.0398778,0.3162500
0.0417054,0.3157946 0.0387500,0.3174429
0.0398778,0.3162500 0.0386480,0.3188520
0.0412500,0.1580248 0.0425997,0.1575997
0.0423087,0.1576913 0.0427204,0.1577204
0.0461993,0.1538007 0.0437500,0.1565604
0.0431478,0.1593522 0.0412500,0.1596959
0.0437500,0.1593917 0.0421278,0.1596278
0.0429990,0.1595010 0.0420508,0.1595508
0.0412500,0.1658387 0.0432136,0.1657136
0.0416892,0.1658108 0.0431816,0.1656816
0.0417303,0.1657697 0.0437500,0.1656471
0.0431443,0.1787500 0.0450383,0.1749617
0.0399610,0.1800390 0.0437500,0.1781442
0.0436072,0.1812500 0.0433505,0.1791495
0.0435873,0.1810873 0.0431984,0.1793016
0.0433505,0.1808505 0.0431443,0.1787500
0.0437500,0.1822094 0.0442954,0.1842954
0.0430890,0.1830890 0.0436072,0.1812500
0.0433911,0.1841089 0.0412500,0.1843202
0.0437500,0.1839960 0.0417138,0.1842138
0.0434745,0.1840255 0.0417690,0.1842690
0.0412500,0.1979104 0.0430093,0.1980093
0.0420449,0.1979551 0.0430783,0.1980783
0.0419907,0.1980093 0.0437500,0.1981209
0.0412500,0.2031833 0.0452174,0.2052174
0.0437500,0.2046980 0.0416495,0.2041495
0.0396002,0.2021002 0.0419347,0.2037500
0.0412500,0.2425688 0.0427933,0.2427933
0.0422812,0.2427188 0.0429455,0.2429455
0.0422064,0.2427936 0.0437500,0.2431108
0.0428347,0.2487500 0.0436705,0.2463295
